Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Year
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAN,822,Semifinals,3752,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820,Grand Final (Seeding),3750,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820,Quarterfinals (Seeding),3748,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820,Round of 16,3746,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820,Semifinals (Seeding),3749,2021
Champions Tour LATAM Stage 2: Challengers 2,397,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Grand Final,4178,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Final,4177,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 1,4174,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 2,4175,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 3,4176,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Bracket Quarterfinals,4171,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Final,4173,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Semifinals,4172,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Grand Finals,4201,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Final,4200,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 1,4197,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 2,4198,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 3,4199,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Final,4196,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Quarterfinals,4194,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Semifinals,4195,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Grand Final,4106,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Quarterfinals,4057,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Round of 16,4056,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Semifinals,4105,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,5th Place Match,4103,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Grand Final,4104,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Quarterfinals,4055,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Round of 16,4054,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Semifinals,4102,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Grand Finals,4288,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Lower Bracket Final,4346,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Lower Bracket Round 1,4345,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Upper Bracket Final,4344,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Upper Bracket Semifinals,4343,2021
Champions Tour LATAM Stage 3: Challengers 1,516,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Final,5575,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 1,5572,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 2,5573,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 3,5574,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Final,5571,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Quarterfinals,5569,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Semifinals,5570,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Final,5583,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 1,5580,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 2,5581,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 3,5582,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Final,5579,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Quarterfinals,5577,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Semifinals,5578,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAN,1010,Round of 16,4956,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAS,1012,Round of 16,4960,2021
Champions Tour LATAM Stage 3: Challengers 2,517,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Final,6324,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 1,6321,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 2,6322,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 3,6323,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Final,6320,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Quarterfinals,6318,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Semifinals,6319,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Final,6270,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 1,6267,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 2,6268,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 3,6269,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Final,6266,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Quarterfinals,6264,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Semifinals,6265,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014,Quarterfinals,6107,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014,Round of 16,6106,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016,Quarterfinals,6108,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016,Round of 16,6105,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Decider,6725,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Elimination,6724,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Opening,6722,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Winner's,6723,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Decider,6721,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Elimination,6720,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Opening,6718,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Winner's,6719,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Grand Final,6812,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Lower Final,6811,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Lower Round 1,6810,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Upper Final,6809,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Upper Semifinals,6784,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Grand Finals,2673,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Lower Bracket Final,2671,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Lower Bracket Round 1,2669,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Lower Bracket Round 2,2670,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Lower Bracket Round 3,2672,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Upper Finals,2668,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Upper Quarterfinals,2666,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557,Upper Semifinals,2667,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554,Round of 16,2716,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554,Round of 32,2490,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554,Round of 64,2714,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Grand Finals,3124,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Lower Bracket Final,3128,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Lower Bracket Round 1,3125,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Lower Bracket Round 2,3126,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Lower Bracket Round 3,3127,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Upper Finals,3123,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Upper Quarterfinals,3121,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587,Upper Semifinals,3122,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586,Quarter Finals,2877,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586,Round of 16,2876,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586,Round of 32,2664,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Grand Finals,3237,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Lower Bracket Final,3241,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Lower Bracket Round 1,3238,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Lower Bracket Round 2,3239,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Lower Bracket Round 3,3240,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Upper Finals,3236,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Upper Quarterfinals,3234,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Playoffs,589,Upper Semifinals,3235,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Qualifiers,588,Quarter Finals,3233,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Qualifiers,588,Round of 16,3232,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 3,294,Qualifiers,588,Round of 32,3231,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Grand Finals,3578,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Lower Bracket Final,3582,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Lower Bracket Round 1,3579,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Lower Bracket Round 2,3580,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Lower Bracket Round 3,3581,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Upper Finals,3577,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Upper Quarterfinals,3575,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Main Event,771,Upper Semifinals,3576,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Qualifiers,772,Quarter Finals,3588,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Qualifiers,772,Round of 16,3584,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 1,373,Qualifiers,772,Round of 32,3583,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Grand Finals,3641,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Lower Bracket Final,3645,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Lower Bracket Round 1,3642,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Lower Bracket Round 2,3643,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Lower Bracket Round 3,3644,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Upper Finals,3640,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Upper Quarterfinals,3638,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Main Event,794,Upper Semifinals,3639,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 1,792,Quarter Finals,3648,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 1,792,Round of 16,3647,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 1,792,Round of 32,3869,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 1,792,Semifinals,3649,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 2,793,Quarter Finals,3652,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 2,793,Round of 16,3651,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 2,793,Round of 32,3870,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 2,383,Qualifiers Day 2,793,Semifinals,3653,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Grand Finals,3633,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Lower Bracket Final,3637,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Lower Bracket Round 2,3634,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Lower Bracket Round 3,3635,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Upper Finals,3632,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Upper Quarterfinals,3630,2021
Champions Tour Malaysia & Singapore Stage 2: Challengers 3,399,Main Event,829,Upper Semifinals,3631,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 1,5631,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 2,5632,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 3,5633,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Grand Final,5295,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Final,5299,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 1,5296,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 2,5297,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 3,5298,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Finals,5294,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Quarterfinals,5292,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Semifinals,5293,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Qualifiers,1108,Quarter Finals,5627,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Qualifiers,1108,Round of 16,5334,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Grand Final,5872,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Final,5876,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 1,5873,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 2,5874,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 3,5875,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Final,5871,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Quarterfinals,5869,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Semifinals,5870,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Qualifiers,1116,Quarterfinals,5336,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Qualifiers,1116,Round of 16,5335,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Grand Final,5848,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Final,5852,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 1,5849,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 2,5850,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 3,5851,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Final,5847,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Quarterfinals,5845,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Semifinals,5846,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Last Chance Qualifier Grand Finals,5339,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Last Chance Qualifier Semifinals,5338,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Quarterfinals,5337,2021
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Round of 16,6653,2021
Champions Tour North America Stage 1: Challengers 1,291,All Stages,,All Match Types,,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Grand Final,2692,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Lower Final,2691,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Lower Round 1,2688,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Lower Round 2,2689,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Lower Round 3,2690,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Upper Final,2687,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Upper Quarterfinals,2685,2021
Champions Tour North America Stage 1: Challengers 1,291,Main Event,592,Upper Semifinals,2686,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Grand Final,2658,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Quarterfinals,2656,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Round of 128,2652,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Round of 16,2655,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Round of 32,2654,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Round of 64,2653,2021
Champions Tour North America Stage 1: Challengers 1,291,Qualifier,593,Semifinals,2657,2021
Champions Tour North America Stage 1: Challengers 2,306,All Stages,,All Match Types,,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Grand Final,2831,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Lower Final,2830,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Lower Round 1,2827,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Lower Round 2,2828,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Lower Round 3,2829,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Upper Bracket Quarterfinals,2824,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Upper Bracket Semifinals,2825,2021
Champions Tour North America Stage 1: Challengers 2,306,Main Event,618,Upper Final,2826,2021
Champions Tour North America Stage 1: Challengers 2,306,Qualifier,617,Quarterfinals,2823,2021
Champions Tour North America Stage 1: Challengers 2,306,Qualifier,617,Round of 128,2819,2021
Champions Tour North America Stage 1: Challengers 2,306,Qualifier,617,Round of 16,2822,2021
Champions Tour North America Stage 1: Challengers 2,306,Qualifier,617,Round of 32,2821,2021
Champions Tour North America Stage 1: Challengers 2,306,Qualifier,617,Round of 64,2820,2021
Champions Tour North America Stage 1: Challengers 3,324,All Stages,,All Match Types,,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Grand Final,3068,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Lower Final,3072,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Lower Round 1,3069,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Lower Round 2,3070,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Lower Round 3,3071,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Upper Bracket Final,3067,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Upper Bracket Semifinals,3066,2021
Champions Tour North America Stage 1: Challengers 3,324,Main Event,664,Upper Quarterfinals,3065,2021
Champions Tour North America Stage 1: Challengers 3,324,Qualifier,665,Quarterfinals,3064,2021
Champions Tour North America Stage 1: Challengers 3,324,Qualifier,665,Round of 128,3060,2021
Champions Tour North America Stage 1: Challengers 3,324,Qualifier,665,Round of 16,3063,2021
Champions Tour North America Stage 1: Challengers 3,324,Qualifier,665,Round of 32,3062,2021
Champions Tour North America Stage 1: Challengers 3,324,Qualifier,665,Round of 64,3061,2021
Champions Tour North America Stage 1: Masters,333,All Stages,,All Match Types,,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Grand Final,3251,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Lower Bracket Final,3255,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Lower Round 1,3252,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Lower Round 2,3253,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Lower Round 3,3254,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Upper Bracket Final,3250,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Upper Bracket Quarterfinals,3248,2021
Champions Tour North America Stage 1: Masters,333,Main Event,690,Upper Bracket Semifinals,3249,2021
Champions Tour North America Stage 2: Challengers 1,370,All Stages,,All Match Types,,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Grand Finals,3845,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Lower Bracket Finals,3844,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Lower Round 1,3841,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Lower Round 2,3842,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Lower Round 3,3843,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Upper Bracket Finals,3840,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Upper Bracket Quarter Finals,3838,2021
Champions Tour North America Stage 2: Challengers 1,370,Main Event,767,Upper Bracket Semifinals,3839,2021
Champions Tour North America Stage 2: Challengers 1,370,Open Qualifier,766,Round of 128,3697,2021
Champions Tour North America Stage 2: Challengers 1,370,Open Qualifier,766,Round of 16,3532,2021
Champions Tour North America Stage 2: Challengers 1,370,Open Qualifier,766,Round of 32,3699,2021
Champions Tour North America Stage 2: Challengers 1,370,Open Qualifier,766,Round of 64,3698,2021
Champions Tour North America Stage 2: Challengers 2,371,All Stages,,All Match Types,,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Grand Finals,4091,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Final,4090,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 1,4087,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 2,4088,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 3,4089,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Finals,4086,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Quarterfinals,4084,2021
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Semifinals,4085,2021
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Quarterfinals,3537,2021
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 128,3533,2021
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 16,3536,2021
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 32,3535,2021
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 64,3534,2021
