Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Year
Champions Tour Asia-Pacific: Last Chance Qualifier,560,All Stages,,All Match Types,,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,7577,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Final,7576,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,7572,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,7573,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,7574,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 4,7575,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Final,7571,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,7344,2021
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,7570,2021
Champions Tour Brazil Stage 1: Challengers 1,292,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Decider (A),2680,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Decider (B),2681,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Elimination (A),2678,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Elimination (B),2679,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Opening (A),2674,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Opening (B),2675,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Winner's (A),2676,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Main Event,596,Winner's (B),2677,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Open Qualifier,594,Round of 16,2648,2021
Champions Tour Brazil Stage 1: Challengers 1,292,Open Qualifier,594,Round of 32,2647,2021
Champions Tour Brazil Stage 1: Challengers 2,301,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Decider (A),2872,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Decider (B),2873,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Elimination (A),2870,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Elimination (B),2871,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Opening (A),2865,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Opening (B),2867,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Winner's (A),2868,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Main Event,624,Winner's (B),2869,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Open Qualifier,623,Quarterfinals,2833,2021
Champions Tour Brazil Stage 1: Challengers 2,301,Open Qualifier,623,Round of 16,2832,2021
Champions Tour Brazil Stage 1: Challengers 3,326,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Decider (A),3099,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Decider (B),3100,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Elimination (A),3097,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Elimination (B),3098,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Opening (A),3093,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Opening (B),3094,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Winner's (A),3095,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Main Event,671,Winner's (B),3096,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Open Qualifier,672,Quarterfinals,3092,2021
Champions Tour Brazil Stage 1: Challengers 3,326,Open Qualifier,672,Round of 16,3091,2021
Champions Tour Brazil Stage 1: Masters,338,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 1: Masters,338,Tournament,697,Grand Finals,3357,2021
Champions Tour Brazil Stage 1: Masters,338,Tournament,697,Quarterfinals,3355,2021
Champions Tour Brazil Stage 1: Masters,338,Tournament,697,Semifinals,3356,2021
Champions Tour Brazil Stage 2: Challengers 1,363,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Decider (A),3611,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Decider (B),3612,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Elimination (A),3609,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Elimination (B),3610,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Opening (A),3605,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Opening (B),3606,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Winner's (A),3607,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Main Event,755,Winner's (B),3608,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Open Qualifier,756,Round of 16,3489,2021
Champions Tour Brazil Stage 2: Challengers 1,363,Open Qualifier,756,Round of 32,3488,2021
Champions Tour Brazil Stage 2: Challengers 2,364,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Decider (A),3875,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Decider (B),3879,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Elimination (A),3874,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Elimination (B),3878,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Opening (A),3872,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Opening (B),3876,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Winner's (A),3873,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Main Event,757,Winner's (B),3877,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Open Qualifier,758,Quarterfinals,3852,2021
Champions Tour Brazil Stage 2: Challengers 2,364,Open Qualifier,758,Round of 16,3851,2021
Champions Tour Brazil Stage 2: Challengers 3,365,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Decider (A),4189,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Decider (B),4193,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Elimination (A),4188,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Elimination (B),4192,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Opening (A),4186,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Opening (B),4190,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Winner's (A),4187,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Winner's (B),4191,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Open Qualifier #3,760,Quarterfinals,4010,2021
Champions Tour Brazil Stage 2: Challengers 3,365,Open Qualifier #3,760,Round of 16,4009,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Grand Final,4341,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Final,4340,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 1,4337,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 2,4338,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 3,4339,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Final,4336,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Quarterfinals,4334,2021
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Semifinals,4335,2021
Champions Tour Brazil Stage 3: Challengers 1,533,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Decider (A),5684,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Decider (B),5688,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Elimination (A),5683,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Elimination (B),5687,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Opening (A),5681,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Opening (B),5685,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Winner's (A),5682,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Winner's (B),5686,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Open Qualifier,1038,Round of 16,5625,2021
Champions Tour Brazil Stage 3: Challengers 1,533,Open Qualifier,1038,Round of 32,5624,2021
Champions Tour Brazil Stage 3: Challengers 2,534,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Decider (A),6091,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Decider (B),6095,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Elimination (A),6090,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Elimination (B),6094,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Opening (A),6088,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Opening (B),6092,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Winner's (A),6089,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Winner's (B),6093,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Open Qualifier,1040,Quarterfinals,5968,2021
Champions Tour Brazil Stage 3: Challengers 2,534,Open Qualifier,1040,Round of 16,5944,2021
Champions Tour Brazil Stage 3: Challengers 3,535,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Decider (A),6624,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Decider (B),6628,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Elimination (A),6623,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Elimination (B),6627,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Opening (A),6621,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Opening (B),6625,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Winner's (A),6622,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Winner's (B),6626,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Open Qualifier,1042,Quarterfinals,6616,2021
Champions Tour Brazil Stage 3: Challengers 3,535,Open Qualifier,1042,Round of 16,6607,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,All Stages,,All Match Types,,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Grand Final,6795,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Final,6799,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 1,6796,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 2,6797,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 3,6798,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Final,6794,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Quarterfinals,6786,2021
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Semifinals,6793,2021
Champions Tour CIS Stage 1: Challengers 1,300,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 1: Challengers 1,300,Main Event,630,Quarterfinals,2875,2021
Champions Tour CIS Stage 1: Challengers 1,300,Qualifier,629,Round of 128,2882,2021
Champions Tour CIS Stage 1: Challengers 1,300,Qualifier,629,Round of 64,2883,2021
Champions Tour CIS Stage 1: Challengers 1,300,Qualifier Playoffs,635,Round of 16,2885,2021
Champions Tour CIS Stage 1: Challengers 1,300,Qualifier Playoffs,635,Round of 32,2884,2021
Champions Tour CIS Stage 1: Challengers 2,330,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 1: Challengers 2,330,Main Event,684,Final Round,3119,2021
Champions Tour CIS Stage 1: Challengers 2,330,Open Qualifier,682,Round of 16,3142,2021
Champions Tour CIS Stage 1: Challengers 2,330,Open Qualifier,682,Round of 32,3141,2021
Champions Tour CIS Stage 1: Challengers 2,330,Open Qualifier,682,Round of 64,3140,2021
Champions Tour CIS Stage 1: Challengers 2,330,Qualifier Play-in,683,Quarterfinals,3120,2021
Champions Tour CIS Stage 1: Challengers 3,343,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 1: Challengers 3,343,Main Event,709,Quarterfinals,3288,2021
Champions Tour CIS Stage 1: Challengers 3,343,Qualifier,707,Round of 16,3247,2021
Champions Tour CIS Stage 1: Challengers 3,343,Qualifier,707,Round of 32,3246,2021
Champions Tour CIS Stage 1: Challengers 3,343,Qualifier,707,Round of 64,3245,2021
Champions Tour CIS Stage 1: Challengers 3,343,Qualifier Play-in,708,Quarterfinals,3212,2021
Champions Tour CIS Stage 1: Masters,344,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Decider (A),3337,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Decider (B),3338,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Elimination (A),3333,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Elimination (B),3334,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Grand Final,3340,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Opening (A),3331,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Opening (B),3332,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Semifinals,3339,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Winner's (A),3335,2021
Champions Tour CIS Stage 1: Masters,344,Main Event,710,Winner's (B),3336,2021
Champions Tour CIS Stage 2: Challengers 1,387,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 2: Challengers 1,387,Main Event,797,Grand Final,3727,2021
Champions Tour CIS Stage 2: Challengers 1,387,Main Event,797,Quarterfinals,3725,2021
Champions Tour CIS Stage 2: Challengers 1,387,Main Event,797,Semifinals,3726,2021
Champions Tour CIS Stage 2: Challengers 1,387,Open Qualifier,795,Round of 16,3724,2021
Champions Tour CIS Stage 2: Challengers 1,387,Open Qualifier,795,Round of 32,3723,2021
Champions Tour CIS Stage 2: Challengers 1,387,Open Qualifier,795,Round of 64,3722,2021
Champions Tour CIS Stage 2: Challengers 1,387,Qualifier Play-In,796,Quarterfinals (Seeding),3728,2021
Champions Tour CIS Stage 2: Challengers 2,391,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 2: Challengers 2,391,Main Event,809,Grand Final,4013,2021
Champions Tour CIS Stage 2: Challengers 2,391,Main Event,809,Quarterfinals,4011,2021
Champions Tour CIS Stage 2: Challengers 2,391,Main Event,809,Semifinals,4012,2021
Champions Tour CIS Stage 2: Challengers 2,391,Open Qualifier,807,Round of 32,3916,2021
Champions Tour CIS Stage 2: Challengers 2,391,Open Qualifier,807,Round of 64,3915,2021
Champions Tour CIS Stage 2: Challengers 2,391,Qualifier Play-In,808,Quarterfinal,3952,2021
Champions Tour CIS Stage 2: Challengers 2,391,Qualifier Play-In,808,Round of 16,3951,2021
Champions Tour CIS Stage 3: Challengers 1,543,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Lower Round 1,5622,2021
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Lower Round 2,5623,2021
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Upper Quarterfinals,5621,2021
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Upper Round of 16,5620,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Grand Final,5749,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Final,5753,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 1,5750,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 2,5751,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 3,5752,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Final,5748,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Quarterfinals,5746,2021
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Semifinals,5747,2021
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 16,5568,2021
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 32,5567,2021
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 64,5566,2021
Champions Tour CIS Stage 3: Challengers 2,546,All Stages,,All Match Types,,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 3,6386,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 4,6387,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Grand Final,6467,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Final,6471,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 1,6468,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 2,6469,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 3,6470,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Final,6466,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Quarterfinals,6464,2021
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Semifinals,6465,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,2021
Champions Tour EMEA: Last Chance Qualifier,559,All Stages,,All Match Types,,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Grand Final,7415,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Final,7419,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,7416,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,7417,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 3,7418,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Final,7414,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,7412,2021
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,7413,2021
Champions Tour Europe Stage 1: Challengers 1,290,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 1: Challengers 1,290,Main Event,610,Quarterfinals,2744,2021
Champions Tour Europe Stage 1: Challengers 1,290,Qualifier,612,Round of 128,2738,2021
Champions Tour Europe Stage 1: Challengers 1,290,Qualifier,612,Round of 256,2737,2021
Champions Tour Europe Stage 1: Challengers 1,290,Qualifier,612,Round of 64,2739,2021
Champions Tour Europe Stage 1: Challengers 1,290,Qualifier Playoffs,611,Round of 16,2741,2021
Champions Tour Europe Stage 1: Challengers 1,290,Qualifier Playoffs,611,Round of 32,2740,2021
Champions Tour Europe Stage 1: Challengers 2,320,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 1: Challengers 2,320,Main Event,654,Quarterfinals,3049,2021
Champions Tour Europe Stage 1: Challengers 2,320,Open Qualifier,653,Round of 128,2995,2021
Champions Tour Europe Stage 1: Challengers 2,320,Open Qualifier,653,Round of 256,2994,2021
Champions Tour Europe Stage 1: Challengers 2,320,Open Qualifier,653,Round of 64,2996,2021
Champions Tour Europe Stage 1: Challengers 2,320,Qualifier Play-in,655,Quarterfinals,3011,2021
Champions Tour Europe Stage 1: Challengers 2,320,Qualifier Playoffs,656,Round of 16,3002,2021
Champions Tour Europe Stage 1: Challengers 2,320,Qualifier Playoffs,656,Round of 32,3001,2021
Champions Tour Europe Stage 1: Challengers 3,328,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 1: Challengers 3,328,Main Event,679,Quarterfinals,3111,2021
Champions Tour Europe Stage 1: Challengers 3,328,Open Qualifier,676,Round of 128,3112,2021
Champions Tour Europe Stage 1: Challengers 3,328,Open Qualifier,676,Round of 64,3113,2021
Champions Tour Europe Stage 1: Challengers 3,328,Qualifier Play-in,678,Quarterfinals,3110,2021
Champions Tour Europe Stage 1: Challengers 3,328,Qualifier Playoffs,677,Round of 16,3115,2021
Champions Tour Europe Stage 1: Challengers 3,328,Qualifier Playoffs,677,Round of 32,3114,2021
Champions Tour Europe Stage 1: Masters,334,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Decider (A),3317,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Decider (B),3318,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Elimination (A),3315,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Elimination (B),3316,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Grand Final,3520,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Opening (A),3311,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Opening (B),3312,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Semifinals,3519,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Winner's (A),3313,2021
Champions Tour Europe Stage 1: Masters,334,Main Event,691,Winner's (B),3314,2021
Champions Tour Europe Stage 2: Challengers 1,374,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 2: Challengers 1,374,Main Event,776,Grand Finals,3714,2021
Champions Tour Europe Stage 2: Challengers 1,374,Main Event,776,Quarterfinals,3712,2021
Champions Tour Europe Stage 2: Challengers 1,374,Main Event,776,Semifinals,3713,2021
Champions Tour Europe Stage 2: Challengers 1,374,Open Qualifier,852,Round of 128,3730,2021
Champions Tour Europe Stage 2: Challengers 1,374,Open Qualifier,852,Round of 256,3729,2021
Champions Tour Europe Stage 2: Challengers 1,374,Qualifier Play-In,775,Quarterfinals (Seeding),3747,2021
Champions Tour Europe Stage 2: Challengers 1,374,Qualifier Play-In,775,Round of 16,3710,2021
Champions Tour Europe Stage 2: Challengers 1,374,Qualifier Playoffs,774,Round of 32,3733,2021
Champions Tour Europe Stage 2: Challengers 1,374,Qualifier Playoffs,774,Round of 64,3732,2021
Champions Tour Europe Stage 2: Challengers 2,375,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 2: Challengers 2,375,Main Event,780,Grand Finals,4008,2021
Champions Tour Europe Stage 2: Challengers 2,375,Main Event,780,Quarterfinals,4006,2021
Champions Tour Europe Stage 2: Challengers 2,375,Main Event,780,Semifinals,4007,2021
Champions Tour Europe Stage 2: Challengers 2,375,Open Qualifier,777,Round of 128,3914,2021
Champions Tour Europe Stage 2: Challengers 2,375,Open Qualifier,777,Round of 256,3913,2021
Champions Tour Europe Stage 2: Challengers 2,375,Qualifier Play-In,779,Quarterfinals (Seeding),3954,2021
Champions Tour Europe Stage 2: Challengers 2,375,Qualifier Play-In,779,Round of 16,3953,2021
Champions Tour Europe Stage 2: Challengers 2,375,Qualifier Playoffs,778,Round of 32,3942,2021
Champions Tour Europe Stage 2: Challengers 2,375,Qualifier Playoffs,778,Round of 64,3941,2021
Champions Tour Europe Stage 3: Challengers 1,541,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Lower Round 1,5618,2021
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Lower Round 2,5619,2021
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Upper Quarterfinals,5617,2021
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Upper Round of 16,5616,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Grand Final,5745,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Final,5744,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 1,5741,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 2,5742,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 3,5743,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Final,5740,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Quarterfinals,5738,2021
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Semifinals,5739,2021
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 128,5596,2021
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 16,5599,2021
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 256,5595,2021
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 32,5598,2021
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 64,5597,2021
Champions Tour Europe Stage 3: Challengers 2,544,All Stages,,All Match Types,,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 1,6333,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 2,6334,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 3,6335,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 4,6336,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Quarterfinals,6330,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Round of 16,6329,2021
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Semifinals,6331,2021
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Grand Final,6451,2021
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Final,6455,2021
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Round 1,6452,2021
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Round 2,6453,2021
